elapsed,tokens,decode_s,tok_s
12.022642135620117,128,1.3404889,95.48754935605957
13.590639352798462,128,1.3383297,95.64160460609968
15.145171880722046,128,1.3321012,96.08879565606577
16.7085177898407,128,1.3382973,95.64392007665262
18.288217306137085,128,1.3362259,95.7921860368071
19.844009399414062,128,1.3331884,96.01043633442954
21.4399197101593,128,1.3468399,95.03727948659674
22.992036819458008,128,1.3340133,95.95106735442592
24.558409452438354,128,1.3389878,95.59459765055365
26.114932775497437,128,1.3353697,95.85360518514086
27.68017864227295,128,1.3336372,95.97812658495128
29.232370138168335,128,1.3375759,95.69550408317015
30.797827005386353,128,1.3385545,95.62554232943073
32.37540411949158,128,1.3500184,94.8135225416187
33.96235775947571,128,1.3469152,95.0319663776903
35.54549741744995,128,1.3393068,95.57182865046306
37.10510873794556,128,1.3386541,95.6184274937043
38.6767098903656,128,1.3478581,94.96548635201287
40.23819947242737,128,1.3417214,95.39983486884833
41.80792236328125,128,1.342324,95.35700769709845
43.41281080245972,128,1.3494377,94.85432339707124
44.995203733444214,128,1.3480184,94.95419350359016
46.57462477684021,128,1.3391893,95.58021408922548
48.148584604263306,128,1.3459213,95.1021430450651
49.73266863822937,128,1.3416557,95.40450653621491
51.32236456871033,128,1.3473495,95.00133410076599
52.90749788284302,128,1.3434927,95.27405694128446
54.524362325668335,128,1.3529018,94.61144925670142
56.12169075012207,128,1.3497537,94.8321164076083
57.700669050216675,128,1.3423537,95.35489789315588
59.285014152526855,128,1.3437359,95.25681348544755
60.855297565460205,128,1.3481337,94.94607248524386
62.44257593154907,128,1.3527843,94.61966700825845
64.03890895843506,128,1.3440317,95.23584897588353
65.64644479751587,128,1.3527432,94.6225418098572
67.28534078598022,128,1.3612007,94.03462692900467
68.86867690086365,128,1.3512058,94.73020320072634
70.46048521995544,128,1.3527695,94.62070219649394
72.05874180793762,128,1.3492655,94.86642917943132
73.65475869178772,128,1.3515289,94.70755675294846
75.2633273601532,128,1.354811,94.47812277874921
76.88690161705017,128,1.3618118,93.99242979095938
78.55516123771667,128,1.3658282,93.71603251419177
80.15469217300415,128,1.3529574,94.60756118411415
81.75929570198059,128,1.3662767,93.68526887708764
83.36758875846863,128,1.3686497,93.52283495185073
84.99562692642212,128,1.3696588,93.45393173832782
86.6141049861908,128,1.3777358,92.9060564442036
88.23656010627747,128,1.3852908,92.39937203076784
89.91838526725769,128,1.3975197,91.59083768193035
91.54505681991577,128,1.3727581,93.24293916022059
93.17760109901428,128,1.3827516,92.56904855506947
94.83318758010864,128,1.4059634,91.04077673714693
96.48431444168091,128,1.3973104,91.60455686868143
98.13424277305603,128,1.4078612,90.91805356948541
99.8093786239624,128,1.4190891,90.19870563448059
101.53955054283142,128,1.4285383,89.60207787218586
103.21866464614868,128,1.4320492,89.3824039006481
104.88301920890808,128,1.4203136,90.12094230457274
106.57429647445679,128,1.4287751,89.58722754896834
108.24648356437683,128,1.4355754,89.16285414196983
109.95528268814087,128,1.4439487,88.64580853876596
111.67092204093933,128,1.4632237,87.47808007757119
113.40468454360962,128,1.4453222,88.56156779436448
115.11340761184692,128,1.4511051,88.20863492244635
116.8294837474823,128,1.4500109,88.2751984829907
118.52900099754333,128,1.4401356,88.88051930665418
120.23054885864258,128,1.43969,88.90802881175809
121.93675327301025,128,1.4534004,88.06933037860729
123.69213271141052,128,1.4963773,85.53992365428158
125.41198515892029,128,1.473309,86.87926293805305
127.12549448013306,128,1.4545432,88.00013640021142
128.85664701461792,128,1.4580054,87.79117004642096
130.5952332019806,128,1.4632353,87.47738658300548
132.33705759048462,128,1.4619142,87.55643799068372
134.06658172607422,128,1.4684368,87.16752399558496
135.85980796813965,128,1.4890715,85.95960637215875
137.5749650001526,128,1.4617475,87.56642306554313
139.3023316860199,128,1.4627079,87.50892779070927
141.06691670417786,128,1.4668579,87.2613495826692
142.80445408821106,128,1.4677783,87.20663059264469
144.53051805496216,128,1.4664219,87.28729433186997
146.30311799049377,128,1.4876775,86.04015319180401
148.0649197101593,128,1.4738257,86.84880444139358
149.77193641662598,128,1.4561811,87.90115460226754
151.51399421691895,128,1.4728124,86.90855671774627
153.25276517868042,128,1.4683047,87.17536625742599
154.97085165977478,128,1.4679479,87.19655513659579
156.6865475177765,128,1.4662483,87.2976289213771
158.50020003318787,128,1.496938,85.50788342603367
160.21726369857788,128,1.465967,87.31438020091858
161.95009803771973,128,1.4668422,87.26228356397164
163.6708221435547,128,1.4660121,87.31169408492605
165.39851427078247,128,1.4693287,87.11461227157682
167.12950921058655,128,1.4738022,86.8501892587757
168.900652885437,128,1.4822133,86.35734141638049
170.71705031394958,128,1.4848071,86.20648433052347
172.44340991973877,128,1.4693629,87.11258464467832
174.18665528297424,128,1.4719499,86.95948143343738
175.91978430747986,128,1.4699367,87.078579642239
177.65940761566162,128,1.4856451,86.15785829334341
179.41161108016968,128,1.4708493,87.02455105359876
181.19510960578918,128,1.5052939,85.0332283948005
182.98468112945557,128,1.4927869,85.74566135327152
184.75316739082336,128,1.4892368,85.95006516089315
186.55572509765625,128,1.4907505,85.86279192930003
188.35312294960022,128,1.513299,84.58341676033619
190.13994240760803,128,1.5118423,84.66491511713886
191.93097758293152,128,1.5059294,84.99734449702622
193.750501871109,128,1.5184955,84.29396069991647
195.55321645736694,128,1.5239989,83.98956193472318
197.33633041381836,128,1.5108864,84.71848048933394
199.13399648666382,128,1.5256112,83.90079988925095
200.90547156333923,128,1.5093199,84.80640850226649
202.7215337753296,128,1.5263477,83.86031570657197
204.55452799797058,128,1.5377334,83.23939637390981
206.3400754928589,128,1.508914,84.82922154609209
208.1535484790802,128,1.5174966,84.34944763632419
209.983984708786,128,1.5409629,83.0649459503535
211.81782937049866,128,1.5302359,83.64723373696826
213.71970224380493,128,1.5355934,83.35539863612334
215.56244683265686,128,1.5353979,83.36601215880262
217.43523526191711,128,1.5358499,83.34147757538024
219.25386214256287,128,1.5349386,83.39095778814865
221.0714590549469,128,1.5214374,84.13096720246263
222.88884329795837,128,1.5407326,83.0773620289465
224.73644399642944,128,1.5594655,82.07940477041653
226.5682053565979,128,1.5558952,82.26775170975526
228.45828413963318,128,1.5666073,81.70522376603249
230.28205251693726,128,1.555007,82.31474199151515
232.1476423740387,128,1.5654966,81.76319258694015
233.96021151542664,128,1.5561789,82.2527538446897
235.81757044792175,128,1.5568397,82.21784169558369
237.62608361244202,128,1.5258027,83.89026969214302
239.48776698112488,128,1.5759559,81.22054684398212
241.31326246261597,128,1.5432545,82.94160166064638
243.12796902656555,128,1.5336816,83.45930472139719
244.957839012146,128,1.5415545,83.03306824377601
246.77840852737427,128,1.5298725,83.6671029775357
248.6215305328369,128,1.5594886,82.07818896528003
250.5184464454651,128,1.5725602,81.39593002544513
252.40642023086548,128,1.5674461,81.66150019448835
254.24997878074646,128,1.5819299,80.91382557469835
256.10572266578674,128,1.5897604,80.5152776481286
257.928053855896,128,1.562401,81.92519078008783
259.8107509613037,128,1.5829029,80.8640883783838
261.6277551651001,128,1.5351794,83.37787753014403
263.5128872394562,128,1.5489501,82.63661947534655
265.3916742801666,128,1.6019517,79.90253389037883
267.2664215564728,128,1.5788289,81.07274955506578
269.2180743217468,128,1.6686228,76.70996704587759
271.037513256073,128,1.5567219,82.22406327038888
272.857869386673,128,1.5451858,82.83793444128207
274.75494718551636,128,1.5474308,82.71775384075333
276.6388728618622,128,1.5820204,80.90919687255614
278.51737689971924,128,1.5848336,80.76557690346797
280.40485858917236,128,1.6075289,79.62531808914913
