elapsed,tokens,decode_s,tok_s
21.618207216262817,128,1.0968202,116.70098708977096
22.967723608016968,128,1.0827852,118.21365862776847
24.32884430885315,128,1.0901964,117.41003731070842
25.686673879623413,128,1.0980314,116.57225831611008
27.081708431243896,128,1.0967412,116.70939324610035
28.49612259864807,128,1.098639,116.5077882725809
29.861587524414062,128,1.1015732,116.19745287920948
31.2376925945282,128,1.1031596,116.03035499124516
32.62532091140747,128,1.0984743,116.52525689494966
33.97415208816528,128,1.0949212,116.90338994258218
35.36093521118164,128,1.1156932,114.72688011363698
36.704777240753174,128,1.097268,116.65336089268986
38.02311325073242,128,1.0975892,116.61922329410675
39.342960834503174,128,1.098894,116.48075246566093
40.669050216674805,128,1.0988626,116.48408090329038
42.02588248252869,128,1.1016461,116.18976366366658
43.3494234085083,128,1.0970069,116.68112570668426
44.68258762359619,128,1.1064595,115.68430656521997
46.05508613586426,128,1.104721,115.86635901734465
47.433398723602295,128,1.1081575,115.50704660664212
48.77289128303528,128,1.1076452,115.56047008554724
50.10702037811279,128,1.1151468,114.78309402851714
51.446495056152344,128,1.1095118,115.3660555930996
52.80528736114502,128,1.1124637,115.0599340904337
54.153788566589355,128,1.1085938,115.46158746332516
55.496230125427246,128,1.1095245,115.36473507344813
56.88223171234131,128,1.1277497,113.5003627134638
58.35212850570679,128,1.1390407,112.37526455376002
59.81350564956665,128,1.1502033,111.28467463099784
61.19960618019104,128,1.1385237,112.42629380486328
62.609748125076294,128,1.144914,111.7987901274681
64.01553153991699,128,1.1440634,111.88191143952336
65.4093189239502,128,1.135769,112.69897311865353
66.83944916725159,128,1.1872144,107.81540385628746
68.25207471847534,128,1.1786188,108.60169547609456
69.74548029899597,128,1.1889505,107.65797230414555
71.21600317955017,128,1.1903839,107.52833602672213
72.63386011123657,128,1.1737985,109.04767726317593
74.08706569671631,128,1.2105713,105.73520122276152
75.56840419769287,128,1.2169507,105.18092474904695
77.0706467628479,128,1.2411512,103.13006183291769
78.55689668655396,128,1.2288154,104.16536120885203
80.02815437316895,128,1.2257262,104.42788936060924
81.55814576148987,128,1.2370708,103.47022983648148
83.08893322944641,128,1.2298603,104.07686141263362
84.59086346626282,128,1.2543201,102.04731631104373
86.16926336288452,128,1.291944,99.07550172453296
87.74954438209534,128,1.3208619,96.90642148130702
89.30962347984314,128,1.2944053,98.88711055184956
90.9045398235321,128,1.3287242,96.33300876133663
92.50843214988708,128,1.323387,96.72151834648518
94.10475969314575,128,1.3120518,97.55712388794404
95.67291522026062,128,1.3171061,97.18275543633122
