elapsed,tokens,decode_s,tok_s,ttft
667.0900597572327,128,4.2851361,29.870696522334494,0.0256028
671.2882196903229,128,3.8664017,33.105716873650245,0.0290571
675.7402095794678,128,4.1045389,31.184988891200426,0.0240706
680.038848400116,128,3.9123275,32.71709743113275,0.0251746
684.275315284729,128,3.9059054,32.77089096935118,0.0236801
688.4584760665894,128,3.8221637,33.48888484289671,0.0275852
692.93971824646,128,4.1335359,30.966224340763556,0.0243866
696.9896609783173,128,3.7154212,34.451006523836384,0.0253817
701.7797477245331,128,4.3804151,29.220974971070667,0.0260659
706.0533149242401,128,3.935891,32.52122581646697,0.0269172
710.6933689117432,128,4.2631657,30.024636386992885,0.0231664
714.9500994682312,128,3.912188,32.71826405070513,0.0285336
719.7805454730988,128,4.4948381,28.47711022116681,0.0244835
724.4857497215271,128,4.3693377,29.295057692610943,0.0239882
728.6154153347015,128,3.7756975,33.90102093719107,0.0290214
732.7160420417786,128,3.7550636,34.08730547200319,0.0231336
737.2597103118896,128,4.1656072,30.727813222523718,0.0266393
741.3316626548767,128,3.7293945,34.3219254492921,0.0243941
746.2276730537415,128,4.5348854,28.22563057492037,0.0235028
750.6600294113159,128,4.0426051,31.662751328345177,0.0272552
755.0126085281372,128,4.0227799,31.81879277064102,0.0280741
759.4572508335114,128,4.0798637,31.37359711306042,0.0232164
764.3233482837677,128,4.5319596,28.243852835757846,0.0235571
769.0565841197968,128,4.3920254,29.14372945110928,0.0235999
773.6925549507141,128,4.2414565,30.178312567864364,0.0314206
777.9457664489746,128,3.9010772,32.81145012972314,0.0278957
782.6409721374512,128,4.3514833,29.41525709175995,0.0238088
